,Id,hacdor,rooms,hacapo,v14a,refrig,v18q,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
907,ID_7d5a57e92,0,5,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,15,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36970d078,0,3,0,3,0,11,0,12.333333,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,25,225,625,9,121,0,1.0,0.0,152.1111,625,4
908,ID_fce8e1468,0,5,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36970d078,0,3,0,3,0,11,0,12.333333,0,0,0,0,1,0,0,0,0,3,1.0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,57,121,3249,9,121,0,1.0,0.0,152.1111,3249,4
909,ID_963c8645c,0,5,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36970d078,0,3,0,3,0,11,0,12.333333,0,0,0,0,1,0,0,0,0,3,1.0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,59,121,3481,9,121,0,1.0,0.0,152.1111,3481,4
910,ID_6c686940d,0,3,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4da8d7688,0,1,0,1,0,5,0,5.0,0,1,0,0,0,0,0,0,0,2,0.5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,49,25,2401,1,25,0,0.25,0.0,25.0,2401,4
911,ID_af000d2f5,0,4,0,1,1,0,0,1,1,2,1,3,2,2,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9428c977a,2,2,0,4,1,7,0,8.0,1,0,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4,0,16,16,49,4,4.0,1.0,64.0,16,1
912,ID_41d581f4d,0,4,0,1,1,0,0,1,1,2,1,3,2,2,4,4,4,9,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9428c977a,2,2,0,4,1,7,0,8.0,0,0,0,1,0,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,26,81,676,16,49,4,4.0,1.0,64.0,676,1
913,ID_c6a4d39eb,0,4,0,1,1,0,0,1,1,2,1,3,2,2,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9428c977a,2,2,0,4,1,7,0,8.0,1,0,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,16,49,4,4.0,1.0,64.0,1,1
914,ID_bfdbb8d10,0,4,0,1,1,0,0,1,1,2,1,3,2,2,4,4,4,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9428c977a,2,2,0,4,1,7,0,8.0,0,0,0,1,0,0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,35,49,1225,16,49,4,4.0,1.0,64.0,1225,1
915,ID_2170737f1,0,4,0,1,1,0,0,2,2,0,3,3,0,5,5,5,5,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f1a9eef39,3,2,0,5,1.5,0,7,12.0,0,0,1,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,13,36,169,25,0,9,6.25,2.25,144.0,169,2
916,ID_9e962995f,0,4,0,1,1,0,0,2,2,0,3,3,0,5,5,5,5,7,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f1a9eef39,3,2,0,5,1.5,0,7,12.0,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,36,49,1296,25,0,9,6.25,2.25,144.0,1296,2
917,ID_affe31828,0,4,0,1,1,0,0,2,2,0,3,3,0,5,5,5,5,9,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f1a9eef39,3,2,0,5,1.5,0,7,12.0,0,0,0,0,0,1,0,0,0,2,2.5,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,16,81,256,25,0,9,6.25,2.25,144.0,256,2
918,ID_b10067223,0,4,0,1,1,0,0,2,2,0,3,3,0,5,5,5,5,11,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f1a9eef39,3,2,0,5,1.5,0,7,12.0,0,0,0,0,1,0,0,0,0,2,2.5,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,38,121,1444,25,0,9,6.25,2.25,144.0,1444,2
919,ID_cbfd1f1c9,0,4,0,1,1,0,0,2,2,0,3,3,0,5,5,5,5,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f1a9eef39,3,2,0,5,1.5,0,7,12.0,0,0,1,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,19,36,361,25,0,9,6.25,2.25,144.0,361,2
920,ID_69e47338a,0,7,0,1,1,0,0,4,4,0,1,1,0,5,5,5,5,10,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4763d124b,1,4,1,5,.66666669,4,0,7.0,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,45,100,2025,25,16,1,1.5625,0.44444448,49.0,2025,4
921,ID_937430522,0,7,0,1,1,0,0,4,4,0,1,1,0,5,5,5,5,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4763d124b,1,4,1,5,.66666669,4,0,7.0,0,1,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,76,16,5776,25,16,1,1.5625,0.44444448,49.0,5776,4
922,ID_7bc751e0d,0,7,0,1,1,0,0,4,4,0,1,1,0,5,5,5,5,9,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4763d124b,1,4,1,5,.66666669,4,0,7.0,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,15,81,225,25,16,1,1.5625,0.44444448,49.0,225,4
923,ID_3a0d8e876,0,7,0,1,1,0,0,4,4,0,1,1,0,5,5,5,5,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4763d124b,1,4,1,5,.66666669,4,0,7.0,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,48,49,2304,25,16,1,1.5625,0.44444448,49.0,2304,4
924,ID_14bd1845d,0,7,0,1,1,0,0,4,4,0,1,1,0,5,5,5,5,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4763d124b,1,4,1,5,.66666669,4,0,7.0,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,54,49,2916,25,16,1,1.5625,0.44444448,49.0,2916,4
925,ID_bbacc2539,0,4,0,1,1,1,0,2,2,0,1,1,0,3,3,3,3,15,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,275a2657a,1,2,0,3,.5,9,0,12.0,0,0,0,0,0,0,0,1,0,2,1.5,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,51,225,2601,9,81,1,2.25,0.25,144.0,2601,4
926,ID_13c9d5a0a,0,4,0,1,1,1,0,2,2,0,1,1,0,3,3,3,3,9,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275a2657a,1,2,0,3,.5,9,0,12.0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,40,81,1600,9,81,1,2.25,0.25,144.0,1600,4
927,ID_05866b474,0,4,0,1,1,1,0,2,2,0,1,1,0,3,3,3,3,9,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,275a2657a,1,2,0,3,.5,9,0,12.0,0,0,0,0,0,1,0,0,0,2,1.5,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,15,81,225,9,81,1,2.25,0.25,144.0,225,4
928,ID_5bc4c1897,0,5,0,1,1,0,0,0,0,0,2,2,0,2,2,2,2,13,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,d3f306857,0,2,0,2,0,0,6,9.5,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,24,169,576,4,0,0,0.44444448,0.0,90.25,576,4
929,ID_b3da68e8d,0,5,0,1,1,0,0,0,0,0,2,2,0,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,d3f306857,0,2,0,2,0,0,6,9.5,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,62,36,3844,4,0,0,0.44444448,0.0,90.25,3844,4
930,ID_d8119847a,0,5,0,1,1,0,0,4,4,0,2,2,0,6,6,6,6,10,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09d748e5f,2,4,0,6,.5,0,10,8.75,0,0,0,0,0,1,0,0,0,3,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,46,100,2116,36,0,4,4.0,0.25,76.5625,2116,3
931,ID_4648bf1dc,0,5,0,1,1,0,0,4,4,0,2,2,0,6,6,6,6,8,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,09d748e5f,2,4,0,6,.5,0,10,8.75,0,0,0,0,0,1,0,0,0,3,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,14,64,196,36,0,4,4.0,0.25,76.5625,196,3
932,ID_11bb0365e,0,5,0,1,1,0,0,4,4,0,2,2,0,6,6,6,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09d748e5f,2,4,0,6,.5,0,10,8.75,0,0,1,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,47,36,2209,36,0,4,4.0,0.25,76.5625,2209,3
933,ID_995a23955,0,5,0,1,1,0,0,4,4,0,2,2,0,6,6,6,6,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,09d748e5f,2,4,0,6,.5,0,10,8.75,0,1,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,12,25,144,36,0,4,4.0,0.25,76.5625,144,3
934,ID_0ba3c0905,0,5,0,1,1,0,0,4,4,0,2,2,0,6,6,6,6,7,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,09d748e5f,2,4,0,6,.5,0,10,8.75,0,0,0,1,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,20,49,400,36,0,4,4.0,0.25,76.5625,400,3
935,ID_65d63e93c,0,5,0,1,1,0,0,4,4,0,2,2,0,6,6,6,6,12,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,09d748e5f,2,4,0,6,.5,0,10,8.75,0,0,0,0,0,0,1,0,0,3,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,20,144,400,36,0,4,4.0,0.25,76.5625,400,3
936,ID_aab68e446,0,6,0,1,1,0,0,1,1,1,2,3,1,3,4,4,4,14,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,e89441a8a,2,2,0,4,1,0,9,11.5,0,0,0,0,0,0,0,1,0,3,1.3333334,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,27,196,729,16,0,4,1.7777778999999998,1.0,132.25,729,2
937,ID_41381f8d1,0,6,0,1,1,0,0,1,1,1,2,3,1,3,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,e89441a8a,2,2,0,4,1,0,9,11.5,0,0,1,0,0,0,0,0,0,3,1.3333334,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,16,36,256,16,0,4,1.7777778999999998,1.0,132.25,256,2
938,ID_22054a2d3,0,6,0,1,1,0,0,1,1,1,2,3,1,3,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,e89441a8a,2,2,0,4,1,0,9,11.5,1,0,0,0,0,0,0,0,0,3,1.3333334,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,7,0,49,16,0,4,1.7777778999999998,1.0,132.25,49,2
939,ID_e538a3375,0,6,0,1,1,0,0,1,1,1,2,3,1,3,4,4,4,9,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e89441a8a,2,2,0,4,1,0,9,11.5,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,0,46,81,2116,16,0,4,1.7777778999999998,1.0,132.25,2116,2
940,ID_184dd6a11,0,8,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ac67324c2,1,2,1,3,2,11,0,11.0,0,0,0,1,0,0,0,0,0,5,0.60000002,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,16,100,256,9,121,1,0.36000001,4.0,121.0,256,4
941,ID_4b9b8bf19,0,8,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ac67324c2,1,2,1,3,2,11,0,11.0,0,0,0,0,1,0,0,0,0,5,0.60000002,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,55,121,3025,9,121,1,0.36000001,4.0,121.0,3025,4
942,ID_b88d65eae,0,8,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ac67324c2,1,2,1,3,2,11,0,11.0,0,0,0,0,1,0,0,0,0,5,0.60000002,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,66,121,4356,9,121,1,0.36000001,4.0,121.0,4356,4
943,ID_9811b2307,0,6,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fe7dbf4cc,0,3,0,3,0,0,6,9.666667,0,0,1,0,0,0,0,0,0,3,1.0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,62,36,3844,9,0,0,1.0,0.0,93.44445,3844,4
944,ID_2e5aa95c3,0,6,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fe7dbf4cc,0,3,0,3,0,0,6,9.666667,0,0,1,0,0,0,0,0,0,3,1.0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,60,36,3600,9,0,0,1.0,0.0,93.44445,3600,4
945,ID_6d0d808f3,0,6,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,17,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fe7dbf4cc,0,3,0,3,0,0,6,9.666667,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,34,289,1156,9,0,0,1.0,0.0,93.44445,1156,4
946,ID_ee68fdbe0,0,7,0,1,1,1,0,0,0,0,1,1,0,1,1,1,2,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0a90e8c3f,0,1,0,1,0,0,16,16.0,0,0,0,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,31,256,961,1,0,0,1.0,0.0,256.0,961,4
947,ID_3b15ba006,0,3,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,17,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,baa2ebe78,0,3,0,3,0,11,0,14.666667000000002,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,34,289,1156,9,121,0,1.0,0.0,215.11111,1156,4
948,ID_01e56cf35,0,3,0,1,1,1,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,baa2ebe78,0,3,0,3,0,11,0,14.666667000000002,0,0,0,0,1,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,53,121,2809,9,121,0,1.0,0.0,215.11111,2809,4
