,Target
2998,4
2999,1
3000,1
3001,1
3002,1
3003,1
3004,1
3005,4
3006,4
3007,4
3008,4
3009,4
3010,4
3011,4
3012,4
3013,2
3014,2
3015,2
3016,3
3017,4
3018,4
3019,4
3020,4
3021,4
3022,4
3023,4
3024,4
3025,4
3026,4
3027,4
3028,4
3029,4
3030,4
3031,4
3032,4
3033,4
3034,4
3035,2
3036,2
3037,2
3038,2
3039,2
3040,4
3041,4
3042,4
3043,4
3044,4
3045,4
3046,4
3047,4
3048,4
3049,4
3050,4
3051,4
3052,4
3053,4
3054,4
3055,4
3056,4
3057,4
3058,4
3059,4
3060,4
3061,2
3062,2
3063,2
3064,2
3065,2
3066,4
3067,4
3068,4
3069,4
3070,4
3071,2
3072,2
3073,4
3074,2
3075,2
3076,4
3077,4
3078,4
3079,4
3080,4
3081,4
3082,4
3083,4
3084,4
3085,4
3086,4
3087,1
3088,1
3089,4
3090,4
3091,4
3092,4
3093,4
3094,4
3095,1
3096,1
3097,1
3098,1
3099,1
3100,4
3101,4
3102,4
3103,4
3104,3
3105,3
3106,2
3107,2
3108,2
3109,2
3110,2
3111,2
3112,2
3113,2
3114,2
3115,2
3116,2
3117,4
3118,4
3119,4
3120,4
3121,4
3122,4
3123,4
3124,4
3125,4
3126,3
3127,3
3128,3
3129,4
3130,4
3131,4
3132,4
3133,4
3134,4
3135,4
3136,4
3137,4
3138,4
3139,4
3140,4
3141,4
3142,4
3143,4
3144,4
3145,4
3146,4
3147,4
3148,4
3149,4
3150,4
3151,4
3152,4
3153,4
3154,4
3155,3
3156,3
3157,3
3158,2
3159,2
3160,4
3161,4
3162,4
3163,4
3164,4
3165,4
3166,4
3167,4
3168,4
3169,4
3170,4
3171,4
3172,4
3173,4
3174,4
3175,2
3176,2
3177,2
3178,2
3179,2
3180,2
3181,2
3182,4
3183,4
3184,4
3185,4
3186,4
3187,4
3188,4
3189,4
3190,4
3191,4
3192,4
3193,4
3194,4
3195,4
3196,4
3197,4
3198,4
3199,4
3200,2
3201,2
3202,3
3203,3
3204,3
3205,3
3206,2
3207,2
3208,2
3209,2
3210,2
3211,2
3212,2
3213,2
3214,2
3215,2
3216,2
3217,2
3218,2
3219,2
3220,2
3221,3
3222,3
3223,3
3224,3
3225,3
3226,3
3227,3
3228,3
3229,3
3230,3
3231,3
3232,3
3233,3
3234,4
3235,4
3236,4
3237,4
3238,4
3239,4
3240,4
3241,4
3242,4
3243,2
3244,1
3245,2
3246,2
3247,4
3248,4
3249,4
3250,4
3251,4
3252,4
3253,4
3254,4
3255,4
3256,4
3257,2
3258,2
3259,2
3260,2
3261,2
3262,2
3263,2
3264,4
3265,4
3266,4
3267,4
3268,4
3269,4
3270,4
3271,4
3272,4
3273,4
3274,4
3275,4
3276,4
3277,2
3278,2
3279,2
3280,2
3281,2
3282,2
3283,4
3284,4
3285,4
3286,4
3287,4
3288,2
3289,2
3290,2
3291,4
3292,4
3293,4
3294,4
3295,4
3296,4
3297,4
3298,4
3299,2
3300,2
3301,2
3302,2
3303,2
3304,2
3305,2
3306,4
3307,4
3308,4
3309,4
3310,4
3311,4
3312,2
3313,2
3314,4
3315,3
3316,2
3317,3
3318,4
3319,4
3320,4
3321,4
3322,4
3323,4
3324,4
3325,4
3326,4
3327,4
3328,4
3329,4
3330,4
3331,4
3332,4
3333,4
3334,4
3335,4
3336,4
3337,4
3338,4
3339,4
3340,4
3341,4
3342,4
3343,4
3344,4
3345,4
3346,4
3347,4
3348,4
3349,4
3350,4
3351,4
3352,4
3353,4
3354,4
3355,3
3356,4
3357,4
3358,4
3359,4
3360,4
3361,2
3362,3
3363,3
3364,3
3365,3
3366,4
3367,4
3368,4
3369,4
3370,4
3371,4
3372,3
3373,3
3374,3
3375,3
3376,3
3377,4
3378,4
3379,4
3380,4
3381,4
3382,2
3383,2
3384,2
3385,2
3386,1
3387,1
3388,1
3389,1
3390,1
3391,4
3392,4
3393,4
3394,4
3395,4
3396,3
3397,3
3398,4
3399,3
3400,3
3401,3
3402,4
3403,1
3404,1
3405,1
3406,1
3407,4
3408,4
3409,4
3410,4
3411,4
3412,4
3413,4
3414,4
3415,4
3416,4
3417,4
3418,4
3419,4
3420,4
3421,4
3422,4
3423,4
3424,4
3425,4
3426,4
3427,4
3428,4
3429,4
3430,4
3431,4
3432,4
3433,3
3434,3
3435,3
3436,3
3437,3
3438,3
3439,1
3440,1
3441,1
3442,1
3443,1
3444,1
3445,3
3446,3
3447,3
3448,2
3449,3
3450,4
3451,4
3452,4
3453,4
3454,2
3455,2
3456,2
3457,2
3458,2
3459,4
3460,4
3461,4
3462,4
3463,4
3464,4
3465,4
3466,4
3467,4
3468,4
3469,4
3470,4
3471,4
3472,2
3473,3
3474,3
3475,1
3476,1
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,4
3486,4
3487,4
3488,4
3489,4
3490,2
3491,2
3492,2
3493,1
3494,4
3495,4
3496,4
3497,4
3498,4
3499,4
3500,4
3501,4
3502,4
3503,4
3504,4
3505,4
3506,4
3507,3
3508,3
3509,3
3510,3
3511,4
3512,4
3513,4
3514,4
3515,4
3516,4
3517,4
3518,4
3519,4
3520,4
3521,4
3522,4
3523,4
3524,4
3525,4
3526,4
3527,4
3528,4
3529,4
3530,4
3531,4
3532,4
3533,4
3534,4
3535,4
3536,4
3537,4
3538,2
3539,2
3540,2
3541,4
3542,4
3543,4
3544,4
3545,4
3546,4
3547,4
3548,4
3549,4
3550,4
3551,1
3552,1
3553,4
3554,3
3555,3
3556,3
3557,3
3558,3
3559,3
3560,4
3561,4
3562,4
3563,4
3564,2
3565,2
3566,2
3567,2
3568,2
3569,2
3570,2
3571,2
3572,4
3573,4
3574,4
3575,4
3576,4
3577,4
3578,4
3579,4
3580,1
3581,1
3582,1
3583,4
3584,4
3585,4
3586,4
3587,4
3588,3
3589,3
3590,3
3591,3
3592,4
3593,4
3594,4
3595,4
3596,4
3597,4
3598,4
3599,4
3600,4
3601,4
3602,4
3603,4
3604,3
3605,3
3606,3
3607,3
3608,3
3609,4
3610,4
3611,3
3612,3
3613,4
3614,1
3615,1
3616,1
3617,1
3618,4
3619,4
3620,4
3621,4
3622,4
3623,4
3624,4
3625,4
3626,4
3627,4
3628,4
3629,4
3630,4
3631,2
3632,2
3633,2
3634,4
3635,4
3636,4
3637,4
3638,4
3639,4
3640,4
3641,4
3642,4
3643,4
3644,4
3645,4
3646,4
3647,4
3648,4
3649,4
3650,4
3651,4
3652,4
3653,4
3654,4
3655,4
3656,4
3657,4
3658,4
3659,4
3660,4
3661,4
3662,4
3663,4
3664,4
3665,4
3666,4
3667,4
3668,4
3669,4
3670,4
3671,4
3672,4
3673,4
3674,2
3675,2
3676,2
3677,2
3678,2
3679,4
3680,4
3681,4
3682,4
3683,4
3684,4
3685,4
3686,4
3687,4
3688,4
3689,2
3690,2
3691,4
3692,4
3693,4
3694,4
3695,4
3696,4
3697,3
3698,3
3699,3
3700,3
3701,3
3702,4
3703,4
3704,4
3705,4
3706,4
3707,4
3708,1
3709,1
3710,1
3711,1
3712,3
3713,3
3714,4
3715,4
3716,4
3717,4
3718,4
3719,4
3720,4
3721,4
3722,4
3723,4
3724,2
3725,2
3726,4
3727,4
3728,4
3729,3
3730,3
3731,3
3732,2
3733,2
3734,2
3735,2
3736,2
3737,2
3738,2
3739,2
3740,2
3741,4
3742,4
3743,4
3744,4
3745,4
3746,4
3747,4
3748,4
3749,4
3750,4
3751,4
3752,3
3753,3
3754,4
3755,4
3756,4
3757,1
3758,1
3759,1
3760,1
3761,4
3762,4
3763,4
3764,4
3765,4
3766,4
3767,4
3768,3
3769,3
3770,4
3771,4
3772,4
3773,4
3774,3
3775,3
3776,3
3777,3
3778,4
3779,1
3780,1
3781,1
3782,1
3783,1
3784,1
3785,4
3786,4
3787,4
3788,4
3789,4
3790,4
3791,4
3792,4
3793,4
3794,4
3795,4
3796,4
3797,4
3798,4
3799,2
3800,2
3801,2
3802,4
3803,4
3804,4
3805,4
3806,4
3807,4
3808,4
3809,4
3810,4
3811,4
3812,4
3813,4
3814,4
3815,4
3816,2
3817,2
3818,2
3819,2
3820,2
3821,2
3822,4
3823,4
3824,4
3825,4
3826,4
3827,4
3828,4
3829,4
3830,4
3831,4
3832,4
3833,2
3834,2
3835,2
3836,2
3837,2
3838,4
3839,4
3840,4
3841,4
3842,3
3843,3
3844,3
3845,4
3846,4
3847,4
3848,4
3849,4
3850,3
3851,3
3852,3
3853,3
3854,3
3855,3
3856,4
3857,4
3858,4
3859,4
3860,4
3861,4
3862,4
3863,4
3864,4
3865,4
3866,4
3867,3
3868,3
3869,1
3870,1
3871,1
3872,1
3873,2
3874,2
3875,1
3876,2
3877,2
3878,4
3879,4
3880,2
3881,2
3882,2
3883,2
3884,2
3885,2
3886,2
3887,4
3888,4
3889,4
3890,4
3891,4
3892,4
3893,4
3894,4
3895,4
3896,4
3897,4
3898,4
3899,4
3900,4
3901,4
3902,4
3903,4
3904,4
3905,4
3906,4
3907,4
3908,4
3909,4
3910,2
3911,2
3912,2
3913,2
3914,2
3915,4
3916,4
3917,4
3918,4
3919,4
3920,4
3921,4
3922,1
3923,1
3924,1
3925,2
3926,2
3927,2
3928,2
3929,1
3930,1
3931,4
3932,4
3933,4
3934,4
3935,4
3936,4
3937,4
3938,4
3939,4
3940,4
3941,4
3942,4
3943,4
3944,2
3945,2
3946,2
3947,2
3948,3
3949,3
3950,1
3951,1
3952,1
3953,1
3954,1
3955,2
3956,2
3957,2
3958,2
3959,2
3960,3
3961,3
3962,3
3963,3
3964,3
3965,4
3966,4
3967,4
3968,4
3969,4
3970,2
3971,2
3972,2
3973,2
3974,2
3975,2
3976,4
3977,4
3978,4
3979,4
3980,1
3981,1
3982,1
3983,2
3984,1
3985,2
3986,4
3987,4
3988,4
3989,4
3990,4
3991,2
3992,2
3993,2
3994,2
3995,2
3996,2
3997,2
3998,2
3999,2
4000,3
4001,3
4002,3
4003,1
4004,1
4005,2
4006,2
4007,2
4008,3
4009,3
4010,3
4011,3
4012,4
4013,4
4014,2
4015,2
4016,2
4017,2
4018,2
4019,3
4020,3
4021,2
4022,2
4023,2
4024,2
4025,2
4026,2
4027,4
4028,4
4029,4
4030,4
4031,4
4032,4
4033,4
4034,4
4035,4
4036,4
4037,4
4038,3
4039,4
4040,4
4041,4
4042,2
4043,2
4044,2
4045,4
4046,4
4047,4
4048,4
4049,4
4050,4
4051,2
4052,2
4053,2
4054,2
4055,2
4056,2
4057,2
4058,4
4059,3
4060,3
4061,1
4062,1
4063,1
4064,2
4065,2
4066,2
4067,2
4068,2
4069,2
4070,2
4071,2
4072,2
4073,2
4074,3
4075,3
4076,3
4077,4
4078,4
4079,4
4080,4
4081,4
4082,3
4083,3
4084,3
4085,3
4086,4
4087,4
4088,4
4089,4
4090,4
4091,4
4092,4
4093,4
4094,4
4095,2
4096,2
4097,2
4098,2
4099,2
4100,4
4101,4
4102,4
4103,4
4104,4
4105,4
4106,4
4107,4
4108,4
4109,4
4110,4
4111,4
4112,4
4113,4
4114,4
4115,3
4116,3
4117,3
4118,3
4119,2
4120,2
4121,2
4122,2
4123,4
4124,4
4125,4
4126,4
4127,4
4128,4
4129,4
4130,2
4131,2
4132,2
4133,2
4134,2
4135,4
4136,4
4137,4
4138,4
4139,4
4140,4
4141,4
4142,4
4143,4
4144,4
4145,4
4146,4
4147,4
4148,4
4149,4
4150,4
4151,4
4152,4
4153,4
4154,4
4155,4
4156,4
4157,3
4158,3
4159,3
4160,4
4161,4
4162,4
4163,4
4164,4
4165,4
4166,4
4167,4
4168,4
4169,4
4170,4
4171,4
4172,4
4173,4
4174,4
4175,4
4176,4
4177,4
4178,4
4179,4
4180,4
4181,4
4182,4
4183,4
4184,4
4185,4
4186,4
4187,4
4188,1
4189,1
4190,1
4191,1
4192,1
4193,4
4194,4
4195,4
4196,4
4197,4
4198,4
4199,4
4200,4
4201,4
4202,4
4203,4
4204,4
4205,4
4206,4
4207,4
4208,4
4209,4
4210,4
4211,4
4212,4
4213,4
4214,2
4215,2
4216,2
4217,1
4218,1
4219,1
4220,1
4221,4
4222,4
4223,4
4224,4
4225,4
4226,4
4227,4
4228,4
4229,4
4230,4
4231,3
4232,3
4233,3
4234,3
4235,3
4236,1
4237,1
4238,1
4239,4
4240,4
4241,4
4242,4
4243,4
4244,4
4245,2
4246,2
4247,2
4248,2
4249,2
4250,4
4251,4
4252,4
4253,4
4254,3
4255,3
4256,4
4257,4
4258,4
4259,4
4260,4
4261,4
4262,4
4263,4
4264,4
4265,4
4266,4
4267,4
4268,4
4269,4
4270,4
4271,4
4272,4
4273,4
4274,4
4275,4
4276,4
4277,4
4278,4
4279,4
4280,4
4281,4
4282,4
4283,4
4284,4
4285,4
4286,4
4287,4
4288,4
4289,4
4290,4
4291,4
4292,4
4293,4
4294,4
4295,4
4296,4
4297,4
4298,4
4299,4
4300,4
4301,4
4302,4
4303,4
4304,4
4305,4
4306,4
4307,4
4308,4
4309,4
4310,4
4311,4
4312,4
4313,4
4314,4
4315,4
4316,2
4317,2
4318,2
4319,2
4320,4
4321,4
4322,4
4323,4
4324,4
4325,4
4326,4
4327,4
4328,4
4329,4
4330,4
4331,4
4332,4
4333,4
4334,4
4335,4
4336,4
4337,4
4338,4
4339,4
4340,4
4341,4
4342,4
4343,4
4344,4
4345,4
4346,4
4347,4
4348,4
4349,4
4350,4
4351,4
4352,4
4353,4
4354,4
4355,4
4356,4
4357,4
4358,4
4359,4
4360,4
4361,2
4362,2
4363,2
4364,2
4365,2
4366,2
4367,2
4368,4
4369,4
4370,4
4371,4
4372,4
4373,4
4374,4
4375,4
4376,4
4377,4
4378,4
4379,4
4380,4
4381,4
4382,4
4383,1
4384,1
4385,1
4386,1
4387,1
4388,1
4389,4
4390,4
4391,4
4392,4
4393,4
4394,4
4395,4
4396,4
4397,4
4398,4
4399,4
4400,4
4401,4
4402,4
4403,4
4404,4
4405,4
4406,4
4407,4
4408,4
4409,4
4410,4
4411,4
4412,4
4413,4
4414,4
4415,4
4416,4
4417,4
4418,4
4419,4
4420,4
4421,4
4422,4
4423,4
4424,4
4425,4
4426,4
4427,4
4428,4
4429,4
4430,4
4431,4
4432,4
4433,4
4434,4
4435,4
4436,4
4437,4
4438,4
4439,4
4440,4
4441,4
4442,4
4443,4
4444,4
4445,4
4446,4
4447,3
4448,3
4449,3
4450,3
4451,3
4452,3
4453,4
4454,4
4455,4
4456,4
4457,3
4458,3
4459,3
4460,3
4461,3
4462,3
4463,4
4464,4
4465,4
4466,4
4467,4
4468,4
4469,4
4470,4
4471,4
4472,4
4473,4
4474,4
4475,4
4476,4
4477,4
4478,4
4479,4
4480,4
4481,4
4482,3
4483,4
4484,4
4485,1
4486,1
4487,1
4488,1
4489,1
4490,3
4491,3
4492,3
4493,3
4494,3
4495,3
4496,4
4497,4
4498,4
4499,4
4500,4
4501,4
4502,2
4503,3
4504,2
4505,3
4506,4
4507,4
4508,4
4509,4
4510,4
4511,3
4512,3
4513,3
4514,3
4515,3
4516,4
4517,3
4518,4
4519,4
4520,4
4521,4
4522,4
4523,4
4524,4
4525,4
4526,4
4527,4
4528,4
4529,4
4530,3
4531,3
4532,3
4533,3
4534,3
4535,3
4536,4
4537,4
4538,4
4539,4
4540,4
4541,4
4542,4
4543,1
4544,1
4545,4
4546,4
4547,4
4548,4
4549,4
4550,4
4551,4
4552,4
4553,4
4554,1
4555,2
4556,4
4557,4
4558,4
4559,4
4560,2
4561,2
4562,2
4563,2
4564,2
4565,2
4566,2
4567,2
4568,2
4569,4
4570,4
4571,4
4572,4
4573,4
4574,4
4575,4
4576,4
4577,4
4578,4
4579,4
4580,4
4581,4
4582,4
4583,4
4584,4
4585,4
4586,2
4587,2
4588,2
4589,2
4590,2
4591,2
4592,2
4593,2
4594,2
4595,2
4596,2
4597,4
4598,4
4599,4
4600,4
4601,4
4602,3
4603,3
4604,3
4605,3
4606,3
4607,4
4608,4
4609,4
4610,4
4611,4
4612,2
4613,2
4614,4
4615,4
4616,4
4617,4
4618,3
4619,3
4620,4
4621,4
4622,4
4623,4
4624,4
4625,4
4626,4
4627,4
4628,4
4629,4
4630,4
4631,4
4632,4
4633,4
4634,4
4635,3
4636,3
4637,3
4638,3
4639,3
4640,4
4641,4
4642,4
4643,4
4644,4
4645,4
4646,4
4647,4
4648,4
4649,4
4650,4
4651,4
4652,4
4653,4
4654,4
4655,4
4656,4
4657,4
4658,4
4659,4
4660,3
4661,3
4662,4
4663,4
4664,4
4665,4
4666,4
4667,4
4668,4
4669,4
4670,4
4671,4
4672,4
4673,3
4674,4
4675,4
4676,4
4677,2
4678,2
4679,2
4680,2
4681,4
4682,4
4683,4
4684,4
4685,4
4686,4
4687,4
4688,4
4689,4
4690,2
4691,2
4692,2
4693,2
4694,2
4695,1
4696,1
4697,1
4698,1
4699,4
4700,4
4701,4
4702,4
4703,4
4704,4
4705,1
4706,1
4707,4
4708,4
4709,4
4710,4
4711,4
4712,4
4713,4
4714,4
4715,4
4716,4
4717,4
4718,4
4719,4
4720,4
4721,4
4722,4
4723,2
4724,2
4725,2
4726,2
4727,4
4728,4
4729,4
4730,4
4731,4
4732,4
4733,4
4734,4
4735,4
4736,4
4737,4
4738,4
4739,4
4740,4
4741,4
4742,4
4743,4
4744,4
4745,4
4746,4
4747,4
4748,4
4749,4
4750,4
4751,4
4752,4
4753,4
4754,4
4755,4
4756,4
4757,4
4758,4
4759,4
4760,4
4761,4
4762,4
4763,4
4764,4
4765,4
4766,4
4767,4
4768,4
4769,4
4770,4
4771,4
4772,4
4773,4
4774,4
4775,4
4776,4
4777,4
4778,4
4779,4
4780,4
4781,4
4782,3
4783,3
4784,4
4785,4
4786,3
4787,4
4788,4
4789,4
4790,4
4791,4
4792,4
4793,4
4794,4
4795,4
4796,4
4797,4
4798,4
4799,4
4800,4
4801,2
4802,2
4803,2
4804,4
4805,4
4806,4
4807,2
4808,3
4809,4
4810,4
4811,4
4812,4
4813,4
4814,4
4815,4
4816,2
4817,2
4818,4
4819,4
4820,1
4821,1
4822,1
4823,3
4824,3
4825,4
4826,4
4827,4
4828,4
4829,4
4830,4
4831,4
4832,4
4833,4
4834,4
4835,4
4836,4
4837,4
4838,4
4839,4
4840,4
4841,3
4842,3
4843,1
4844,1
4845,1
4846,2
4847,2
4848,2
4849,1
4850,1
4851,1
4852,1
4853,1
4854,1
4855,1
4856,1
4857,1
4858,4
4859,4
4860,4
4861,4
4862,4
4863,4
4864,4
4865,4
4866,4
4867,4
4868,4
4869,4
4870,4
4871,4
4872,4
4873,4
4874,4
4875,4
4876,4
4877,4
4878,4
4879,4
4880,4
4881,4
4882,4
4883,4
4884,4
4885,4
4886,4
4887,4
4888,4
4889,4
4890,4
4891,4
4892,4
4893,2
4894,2
4895,2
4896,2
4897,2
4898,3
4899,3
4900,3
4901,4
4902,4
4903,4
4904,4
4905,4
4906,4
4907,4
4908,2
4909,2
4910,2
4911,2
4912,2
4913,2
4914,4
4915,4
4916,2
4917,2
4918,2
4919,3
4920,3
4921,3
4922,3
4923,3
4924,3
4925,3
4926,3
4927,4
4928,2
4929,2
4930,3
4931,4
4932,4
4933,4
4934,4
4935,4
4936,4
4937,4
4938,4
4939,4
4940,4
4941,4
4942,4
4943,4
4944,4
4945,3
4946,4
4947,4
4948,4
4949,4
4950,4
4951,4
4952,4
4953,4
4954,4
4955,4
4956,4
4957,4
4958,4
4959,4
4960,4
4961,4
4962,4
4963,4
4964,4
4965,4
4966,4
4967,4
4968,4
4969,4
4970,3
4971,4
4972,4
4973,4
4974,4
4975,4
4976,4
4977,4
4978,4
4979,4
4980,4
4981,4
4982,4
4983,4
4984,4
4985,4
4986,4
4987,4
4988,4
4989,4
4990,3
4991,3
4992,3
4993,4
4994,4
4995,4
4996,4
4997,4
4998,2
4999,2
5000,1
5001,4
5002,3
5003,3
5004,4
5005,4
5006,4
5007,3
5008,3
5009,3
5010,4
5011,4
5012,4
5013,4
5014,4
5015,4
5016,4
5017,4
5018,3
5019,2
5020,2
5021,2
5022,2
5023,4
5024,4
5025,4
5026,4
5027,4
5028,4
5029,4
5030,4
5031,4
5032,4
5033,4
5034,4
5035,4
5036,4
5037,4
5038,4
5039,4
5040,2
5041,2
5042,2
5043,4
5044,4
5045,4
5046,4
5047,4
5048,4
5049,2
5050,2
5051,2
5052,3
5053,3
5054,3
5055,3
5056,3
5057,4
5058,4
5059,4
5060,3
5061,1
5062,1
5063,2
5064,2
5065,2
5066,3
5067,3
5068,3
5069,3
5070,3
5071,4
5072,4
5073,4
5074,4
5075,4
5076,4
5077,4
5078,4
5079,4
5080,4
5081,4
5082,4
5083,4
5084,4
5085,4
5086,4
5087,4
5088,4
5089,4
5090,4
5091,4
5092,4
5093,4
5094,4
5095,4
5096,4
5097,4
5098,4
5099,4
5100,4
5101,4
5102,1
5103,1
5104,1
5105,4
5106,4
5107,4
5108,4
5109,4
5110,4
5111,4
5112,4
5113,4
5114,4
5115,4
5116,2
5117,4
5118,4
5119,4
5120,4
5121,4
5122,4
5123,4
5124,4
5125,4
5126,4
5127,4
5128,4
5129,4
5130,4
5131,3
5132,2
5133,2
5134,3
5135,3
5136,3
5137,3
5138,3
5139,3
5140,2
5141,2
5142,4
5143,2
5144,2
5145,2
5146,2
5147,2
5148,2
5149,4
5150,4
5151,3
5152,4
5153,4
5154,2
5155,3
5156,3
5157,3
5158,2
5159,3
5160,3
5161,2
5162,2
5163,2
5164,2
5165,1
5166,1
5167,1
5168,1
5169,4
5170,4
5171,4
5172,4
5173,4
5174,4
5175,4
5176,4
5177,4
5178,4
5179,4
5180,4
5181,4
5182,4
5183,4
5184,4
5185,4
5186,4
5187,4
5188,4
5189,4
5190,4
5191,4
5192,2
5193,2
5194,2
5195,2
5196,2
5197,2
5198,2
5199,2
5200,2
5201,4
5202,4
5203,4
5204,4
5205,4
5206,4
5207,4
5208,4
5209,4
5210,4
5211,4
5212,4
5213,3
5214,2
5215,2
5216,2
5217,2
5218,4
5219,4
5220,4
5221,4
5222,1
5223,1
5224,1
5225,4
5226,4
5227,4
5228,4
5229,4
5230,4
5231,4
5232,4
5233,4
5234,4
5235,4
5236,4
5237,4
5238,4
5239,4
5240,4
5241,4
5242,1
5243,1
5244,1
5245,3
5246,3
5247,3
5248,3
5249,2
5250,2
5251,4
5252,4
5253,4
5254,4
5255,4
5256,4
5257,2
5258,2
5259,4
5260,4
5261,4
5262,4
5263,4
5264,4
5265,4
5266,4
5267,4
5268,4
5269,4
5270,4
5271,4
5272,4
5273,4
5274,4
5275,4
5276,4
5277,4
5278,2
5279,2
5280,4
5281,4
5282,4
5283,4
5284,4
5285,4
5286,4
5287,4
5288,3
5289,3
5290,3
5291,1
5292,1
5293,1
5294,4
5295,4
5296,4
5297,4
5298,3
5299,3
5300,3
5301,3
5302,4
5303,4
5304,4
5305,4
5306,4
5307,4
5308,4
5309,4
5310,4
5311,4
5312,4
5313,4
5314,4
5315,4
5316,4
5317,2
5318,4
5319,4
5320,4
5321,4
5322,3
5323,3
5324,3
5325,4
5326,4
5327,4
5328,4
5329,4
5330,4
5331,4
5332,4
5333,4
5334,4
5335,4
5336,4
5337,4
5338,4
5339,4
5340,4
5341,4
5342,4
5343,4
5344,3
5345,3
5346,3
5347,3
5348,3
5349,4
5350,4
5351,3
5352,3
5353,3
5354,3
5355,3
5356,3
5357,3
5358,3
5359,3
5360,3
5361,3
5362,1
5363,2
5364,2
5365,3
5366,3
5367,3
5368,3
5369,3
5370,4
5371,4
5372,4
5373,4
5374,4
5375,4
5376,4
5377,4
5378,4
5379,4
5380,4
5381,4
5382,4
5383,2
5384,2
5385,2
5386,3
5387,1
5388,1
5389,1
5390,1
5391,3
5392,2
5393,2
5394,2
5395,2
5396,2
5397,4
5398,4
5399,4
5400,3
5401,3
5402,3
5403,1
5404,4
5405,4
5406,4
5407,4
5408,3
5409,3
5410,3
5411,4
5412,4
5413,4
5414,4
5415,4
5416,4
5417,4
5418,4
5419,4
5420,4
5421,4
5422,4
5423,4
5424,4
5425,4
5426,4
5427,4
5428,4
5429,4
5430,4
5431,1
5432,1
5433,1
5434,1
5435,1
5436,1
5437,1
5438,1
5439,1
5440,1
5441,2
5442,2
5443,2
5444,4
5445,4
5446,4
5447,4
5448,4
5449,4
5450,4
5451,4
5452,4
5453,2
5454,2
5455,2
5456,2
5457,4
5458,3
5459,3
5460,3
5461,4
5462,4
5463,4
5464,4
5465,3
5466,3
5467,3
5468,3
5469,3
5470,4
5471,4
5472,3
5473,4
5474,4
5475,2
5476,3
5477,3
5478,3
5479,3
5480,4
5481,4
5482,4
5483,4
5484,4
5485,4
5486,4
5487,4
5488,4
5489,4
5490,4
5491,4
5492,4
5493,4
5494,4
5495,1
5496,1
5497,1
5498,3
5499,3
5500,3
5501,3
5502,3
5503,3
5504,2
5505,2
5506,1
5507,4
5508,4
5509,4
5510,2
5511,2
5512,2
5513,2
5514,2
5515,4
5516,4
5517,4
5518,2
5519,2
5520,2
5521,2
5522,1
5523,1
5524,1
5525,1
5526,1
5527,1
5528,1
5529,4
5530,4
5531,4
5532,2
5533,1
5534,2
5535,2
5536,3
5537,3
5538,3
5539,3
5540,3
5541,4
5542,1
5543,1
5544,1
5545,1
5546,1
5547,1
5548,4
5549,4
5550,3
5551,3
5552,3
5553,3
5554,4
5555,4
5556,4
5557,4
5558,4
5559,4
5560,4
5561,4
5562,4
5563,2
5564,2
5565,4
5566,4
5567,4
5568,4
5569,4
5570,4
5571,4
5572,4
5573,2
5574,4
5575,4
5576,4
5577,4
5578,4
5579,4
5580,4
5581,4
5582,4
5583,4
5584,4
5585,4
5586,4
5587,4
5588,4
5589,4
5590,4
5591,4
5592,4
5593,4
5594,4
5595,4
5596,4
5597,4
5598,2
5599,2
5600,2
5601,2
5602,4
5603,4
5604,3
5605,3
5606,3
5607,3
5608,3
5609,3
5610,3
5611,4
5612,4
5613,4
5614,4
5615,4
5616,4
5617,4
5618,4
5619,4
5620,4
5621,4
5622,4
5623,1
5624,1
5625,2
5626,2
5627,2
5628,4
5629,4
5630,4
5631,4
5632,4
5633,4
5634,4
5635,4
5636,4
5637,4
5638,4
5639,4
5640,4
5641,2
5642,2
5643,2
5644,2
5645,2
5646,2
5647,2
5648,4
5649,4
5650,2
5651,4
5652,4
5653,4
5654,4
5655,4
5656,1
5657,1
5658,1
5659,1
5660,1
5661,1
5662,1
5663,4
5664,4
5665,4
5666,4
5667,4
5668,4
5669,4
5670,4
5671,4
5672,4
5673,4
5674,4
5675,4
5676,4
5677,4
5678,4
5679,4
5680,4
5681,4
5682,4
5683,4
5684,4
5685,4
5686,4
5687,3
5688,3
5689,3
5690,3
5691,3
5692,3
5693,3
5694,3
5695,3
5696,3
5697,3
5698,3
5699,3
5700,3
5701,3
5702,3
5703,3
5704,3
5705,3
5706,3
5707,3
5708,4
5709,4
5710,4
5711,4
5712,4
5713,4
5714,3
5715,3
5716,3
5717,3
5718,3
5719,4
5720,4
5721,4
5722,4
5723,4
5724,4
5725,4
5726,4
5727,4
5728,4
5729,4
5730,4
5731,4
5732,4
5733,4
5734,4
5735,4
5736,4
5737,4
5738,4
5739,4
5740,4
5741,4
5742,4
5743,4
5744,4
5745,4
5746,4
5747,4
5748,4
5749,4
5750,4
5751,4
5752,4
5753,4
5754,4
5755,4
5756,4
5757,4
5758,4
5759,4
5760,1
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,1
5768,4
5769,4
5770,4
5771,4
5772,4
5773,4
5774,4
5775,3
5776,3
5777,3
5778,3
5779,4
5780,4
5781,4
5782,1
5783,1
5784,1
5785,1
5786,1
5787,3
5788,3
5789,4
5790,4
5791,4
5792,4
5793,4
5794,4
5795,4
5796,4
