,hacdor,rooms,hacapo,v14a,refrig,v18q,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisonatur,pisomadera,techozinc,techoentrepiso,techocane,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco9,parentesco10,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel3,instlevel4,instlevel5,instlevel6,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
2606,1,2,1,1,0,0,1,2,3,0,2,2,1,4,5,5,5,0,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,5,0.66666669,0,1,4.3333335,1,0,0,0,0,0,1,5.0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,25,0,4,25.0,0.44444448,18.777779000000002,0
2607,1,2,1,1,0,0,1,2,3,0,2,2,1,4,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,0,5,0.66666669,0,1,4.3333335,0,0,0,0,0,0,1,5.0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,17,25,289,25,0,4,25.0,0.44444448,18.777779000000002,289
2608,1,2,1,1,0,0,1,2,3,0,2,2,1,4,5,5,5,6,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,5,0.66666669,0,1,4.3333335,0,1,0,0,0,0,1,5.0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,22,36,484,25,0,4,25.0,0.44444448,18.777779000000002,484
2609,1,2,1,1,0,0,1,2,3,0,2,2,1,4,5,5,5,1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,5,0.66666669,0,1,4.3333335,0,0,0,0,0,0,1,5.0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,34,1,1156,25,0,4,25.0,0.44444448,18.777779000000002,1156
2610,0,5,0,1,1,1,0,0,0,0,3,3,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,3,2.0,0,11,22.0,0,0,0,1,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,36,121,1296,9,0,4,1.0,4.0,484.0,1296
2611,0,5,0,1,1,1,0,0,0,0,3,3,0,3,3,3,3,4,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,3,2.0,0,11,22.0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,12,16,144,9,0,4,1.0,4.0,484.0,144
2612,0,5,0,1,1,1,0,0,0,0,3,3,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,3,2.0,0,11,22.0,0,0,0,1,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,18,121,324,9,0,4,1.0,4.0,484.0,324
2613,0,5,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,8,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0.0,0,6,8.333333,0,0,1,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,25,64,625,9,0,0,1.0,0.0,69.444443,625
2614,0,5,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,0.0,0,6,8.333333,0,1,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,54,36,2916,9,0,0,1.0,0.0,69.444443,2916
2615,0,5,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,11,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0.0,0,6,8.333333,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,20,121,400,9,0,0,1.0,0.0,69.444443,400
2616,0,5,0,1,1,0,0,0,0,0,2,2,0,2,2,1,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,8.0,0,4,4.0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,91,16,8281,1,0,0,0.44444448,64.0,16.0,8281
2617,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,16,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,1.0,21,0,18.5,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,40,256,1600,16,441,4,4.0,1.0,342.25,1600
2618,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,21,0,18.5,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,7,1,49,16,441,4,4.0,1.0,342.25,49
2619,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,21,0,18.5,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,16,441,4,4.0,1.0,342.25,1
2620,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,21,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,21,0,18.5,0,0,0,0,0,1,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,40,441,1600,16,441,4,4.0,1.0,342.25,1600
2621,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,2,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,11,0,11.0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,8,4,64,16,121,4,1.7777778999999998,1.0,121.0,64
2622,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,11,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,1.0,11,0,11.0,0,0,0,1,0,0,3,1.3333334,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,29,121,841,16,121,4,1.7777778999999998,1.0,121.0,841
2623,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,11,0,11.0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,6,0,36,16,121,4,1.7777778999999998,1.0,121.0,36
2624,0,5,0,1,1,1,1,1,2,1,1,2,2,2,4,4,4,11,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,11,0,11.0,0,0,0,1,0,0,3,1.3333334,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,35,121,1225,16,121,4,1.7777778999999998,1.0,121.0,1225
2625,0,5,0,1,1,0,1,2,3,0,1,1,1,3,4,4,4,15,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,4,0.33333334,14,0,14.333332999999998,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,33,225,1089,16,196,1,1.7777778999999998,0.11111112,205.44444,1089
2626,0,5,0,1,1,0,1,2,3,0,1,1,1,3,4,4,4,14,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,4,0.33333334,14,0,14.333332999999998,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,31,196,961,16,196,1,1.7777778999999998,0.11111112,205.44444,961
2627,0,5,0,1,1,0,1,2,3,0,1,1,1,3,4,4,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,4,0.33333334,14,0,14.333332999999998,1,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,16,196,1,1.7777778999999998,0.11111112,205.44444,0
2628,0,5,0,1,1,0,1,2,3,0,1,1,1,3,4,4,4,14,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,4,0.33333334,14,0,14.333332999999998,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,35,196,1225,16,196,1,1.7777778999999998,0.11111112,205.44444,1225
2629,0,3,0,1,0,0,0,2,2,0,1,1,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0.5,6,0,6.0,0,1,0,0,0,0,1,3.0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,16,36,256,9,36,1,9.0,0.25,36.0,256
2630,0,3,0,1,0,0,0,2,2,0,1,1,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3,0.5,6,0,6.0,0,1,0,0,0,0,1,3.0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,47,36,2209,9,36,1,9.0,0.25,36.0,2209
2631,0,3,0,1,0,0,0,2,2,0,1,1,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0.5,6,0,6.0,0,1,0,0,0,0,1,3.0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,36,36,1296,9,36,1,9.0,0.25,36.0,1296
2632,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,9,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,0,1,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,22,81,484,121,0,4,13.444445000000002,0.04938271599999999,45.938271,484
2633,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,4,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,0,0,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,54,16,2916,121,0,4,13.444445000000002,0.04938271599999999,45.938271,2916
2634,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,3,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,0,0,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,10,9,100,121,0,4,13.444445000000002,0.04938271599999999,45.938271,100
2635,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,0,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,1,0,0,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,3,0,9,121,0,4,13.444445000000002,0.04938271599999999,45.938271,9
2636,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,0,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,1,0,0,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,29,0,841,121,0,4,13.444445000000002,0.04938271599999999,45.938271,841
2637,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,6,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,1,0,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,36,36,1296,121,0,4,13.444445000000002,0.04938271599999999,45.938271,1296
2638,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,9,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,0,1,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,22,81,484,121,0,4,13.444445000000002,0.04938271599999999,45.938271,484
2639,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,6,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,1,0,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,54,36,2916,121,0,4,13.444445000000002,0.04938271599999999,45.938271,2916
2640,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,5,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,0,0,0,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,21,25,441,121,0,4,13.444445000000002,0.04938271599999999,45.938271,441
2641,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,11,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,0,0,1,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,29,121,841,121,0,4,13.444445000000002,0.04938271599999999,45.938271,841
2642,1,5,1,1,1,1,1,5,6,1,4,5,2,9,11,11,11,11,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0,11,0.22222222,0,4,6.7777777000000015,0,0,0,1,0,0,3,3.6666667,0,0,1,0,0,0,0,1,8,1,0,0,0,0,0,1,0,34,121,1156,121,0,4,13.444445000000002,0.04938271599999999,45.938271,1156
2643,0,6,0,1,1,0,0,2,2,0,2,2,0,4,4,4,4,13,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,1.0,12,0,12.5,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,36,169,1296,16,144,4,1.7777778999999998,1.0,156.25,1296
2644,0,6,0,1,1,0,0,2,2,0,2,2,0,4,4,4,4,12,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,12,0,12.5,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,42,144,1764,16,144,4,1.7777778999999998,1.0,156.25,1764
2645,0,6,0,1,1,0,0,2,2,0,2,2,0,4,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,12,0,12.5,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,13,36,169,16,144,4,1.7777778999999998,1.0,156.25,169
2646,0,6,0,1,1,0,0,2,2,0,2,2,0,4,4,4,4,9,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,4,1.0,12,0,12.5,0,0,1,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,15,81,225,16,144,4,1.7777778999999998,1.0,156.25,225
2647,0,3,0,1,1,0,2,1,3,0,1,1,2,2,4,4,4,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,4,1.0,6,0,7.5,0,1,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,33,36,1089,16,36,4,4.0,1.0,56.25,1089
2648,0,3,0,1,1,0,2,1,3,0,1,1,2,2,4,4,4,9,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,1.0,6,0,7.5,0,0,1,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,42,81,1764,16,36,4,4.0,1.0,56.25,1764
2649,0,3,0,1,1,0,2,1,3,0,1,1,2,2,4,4,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,6,0,7.5,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,6,0,36,16,36,4,4.0,1.0,56.25,36
2650,0,3,0,1,1,0,2,1,3,0,1,1,2,2,4,4,4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,1.0,6,0,7.5,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,9,4,81,16,36,4,4.0,1.0,56.25,81
2651,0,4,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0.5,0,4,5.3333335,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,51,36,2601,9,0,0,2.25,0.25,28.444446999999997,2601
2652,0,4,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,3,0.5,0,4,5.3333335,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,83,16,6889,9,0,0,2.25,0.25,28.444446999999997,6889
2653,0,4,0,1,1,0,0,1,1,0,2,2,0,3,3,3,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0.5,0,4,5.3333335,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,48,36,2304,9,0,0,2.25,0.25,28.444446999999997,2304
